document	term	tfidf
elencoburl_84776581_policy_13594	correttamente	0.020227
elencoburl_84776581_policy_13594	corrispondente	0.020227
elencoburl_84776581_policy_13594	decadenza	0.016311
elencoburl_84776581_policy_13594	decimale	0.025404
elencoburl_84776581_policy_13594	decorrere	0.01441
elencoburl_84776581_policy_13594	dell	0.016311
elencoburl_84776581_policy_13594	determinare	0.01402
elencoburl_84776581_policy_13594	determinato	0.016311
elencoburl_84776581_policy_13594	determinazione	0.010913
elencoburl_84776581_policy_13594	difesa	0.019197
elencoburl_84776581_policy_13594	disciplina	0.012685
elencoburl_84776581_policy_13594	diversamente	0.023113
elencoburl_84776581_policy_13594	dove	0.017572
elencoburl_84776581_policy_13594	dovere	0.00974
elencoburl_84776581_policy_13594	edilizia	0.019197
elencoburl_84776581_policy_13594	entrata	0.012119
elencoburl_84776581_policy_13594	equivalente	0.023113
elencoburl_84776581_policy_13594	espressione	0.019197
elencoburl_84776581_policy_13594	expo	0.020227
elencoburl_84776581_policy_13594	fino	0.012119
elencoburl_84776581_policy_13594	foti	0.025404
elencoburl_84776581_policy_13594	francesco	0.015281
elencoburl_84776581_policy_13594	gestore	0.012395
elencoburl_84776581_policy_13594	housing	0.020227
elencoburl_84776581_policy_13594	importo	0.00974
elencoburl_84776581_policy_13594	imprese	0.015281
elencoburl_84776581_policy_13594	incremento	0.016311
elencoburl_84776581_policy_13594	indice	0.018326
elencoburl_84776581_policy_13594	integrare	0.011605
elencoburl_84776581_policy_13594	internalizzazione	0.025404
elencoburl_84776581_policy_13594	isee	0.025404
elencoburl_84776581_policy_13594	istat	0.021488
elencoburl_84776581_policy_13594	istituto	0.016311
elencoburl_84776581_policy_13594	legislativo	0.011134
elencoburl_84776581_policy_13594	locazione	0.021488
elencoburl_84776581_policy_13594	martedì	0.01402
elencoburl_84776581_policy_13594	medesimo	0.010913
elencoburl_84776581_policy_13594	mese	0.011857
elencoburl_84776581_policy_13594	metropolitana	0.015773
elencoburl_84776581_policy_13594	misura	0.011134
elencoburl_84776581_policy_13594	nazionale	0.011605
elencoburl_84776581_policy_13594	necessità	0.011605
elencoburl_84776581_policy_13594	percentuale	0.018326
elencoburl_84776581_policy_13594	periodo	0.012395
elencoburl_84776581_policy_13594	permanenza	0.020227
elencoburl_84776581_policy_13594	politiche	0.015281
elencoburl_84776581_policy_13594	precedente	0.012395
elencoburl_84776581_policy_13594	preso	0.010494
elencoburl_84776581_policy_13594	prezzo	0.020227
elencoburl_84776581_policy_13594	programmazione	0.010104
elencoburl_84776581_policy_13594	proprietario	0.018326
elencoburl_84776581_policy_13594	prospetto	0.020227
elencoburl_84776581_policy_13594	protezione	0.016906
elencoburl_84776581_policy_13594	pubblico	0.00974
elencoburl_84776581_policy_13594	qualora	0.015773
elencoburl_84776581_policy_13594	quello	0.011365
elencoburl_84776581_policy_13594	ravvisata	0.020227
elencoburl_84776581_policy_13594	regolamentare	0.020227
elencoburl_84776581_policy_13594	residenziale	0.020227
elencoburl_84776581_policy_13594	richiamare	0.011134
elencoburl_84776581_policy_13594	riformare	0.025404
elencoburl_84776581_policy_13594	riportare	0.010104
elencoburl_84776581_policy_13594	rispetto	0.009566
elencoburl_84776581_policy_13594	risultato	0.011857
elencoburl_84776581_policy_13594	servizio	0.009566
elencoburl_84776581_policy_13594	sociale	0.011365
elencoburl_84776581_policy_13594	sopra	0.009919
elencoburl_84776581_policy_13594	specificato	0.023113
elencoburl_84776581_policy_13594	statistica	0.021488
elencoburl_84776581_policy_13594	storiche	0.025404
elencoburl_84776581_policy_13594	suolo	0.019197
elencoburl_84776581_policy_13594	tabella	0.015281
elencoburl_84776581_policy_13594	tale	0.0107
elencoburl_84776581_policy_13594	tempestivamente	0.023113
elencoburl_84776581_policy_13594	territorio	0.00974
elencoburl_84776581_policy_13594	terzo	0.014829
elencoburl_84776581_policy_13594	titolo	0.010104
elencoburl_84776581_policy_13594	urbanistico	0.018326
elencoburl_84776581_policy_13594	utenza	0.019197
elencoburl_84776581_policy_13594	valore	0.01441
elencoburl_84776581_policy_13594	variazione	0.011857
elencoburl_84776581_policy_13594	vigore	0.015773
elencoburl_84776581_policy_13594	visti	0.010104
elencoburl_84872005_policy_13691	dicembre	0.515386
elencoburl_84872005_policy_13691	numero	0.507634
elencoburl_84872005_policy_13888	acquisizione	0.010726
elencoburl_84872005_policy_13888	arpa	0.012179
elencoburl_84872005_policy_13888	avviare	0.009694
elencoburl_84872005_policy_13888	bonifica	0.012832
elencoburl_84872005_policy_13888	bonifiche	0.013632
elencoburl_84872005_policy_13888	bonifico	0.013632
elencoburl_84872005_policy_13888	brianza	0.009694
elencoburl_84872005_policy_13888	brivio	0.014663
elencoburl_84872005_policy_13888	caratterizzazione	0.011626
elencoburl_84872005_policy_13888	carburante	0.014663
elencoburl_84872005_policy_13888	centovente	0.014663
elencoburl_84872005_policy_13888	certificato	0.011148
elencoburl_84872005_policy_13888	certificazione	0.011148
elencoburl_84872005_policy_13888	chilometro	0.014663
elencoburl_84872005_policy_13888	collegare	0.011148
elencoburl_84872005_policy_13888	concentrazione	0.012832
elencoburl_84872005_policy_13888	confalonieri	0.016117
elencoburl_84872005_policy_13888	conferenza	0.011148
elencoburl_84872005_policy_13888	conisderare	0.016117
elencoburl_84872005_policy_13888	contaminati	0.014663
elencoburl_84872005_policy_13888	contaminato	0.014663
elencoburl_84872005_policy_13888	contaminazione	0.014663
elencoburl_84872005_policy_13888	contro	0.010726
elencoburl_84872005_policy_13888	convocare	0.013632
elencoburl_84872005_policy_13888	copia	0.009694
elencoburl_84872005_policy_13888	dell	0.010348
elencoburl_84872005_policy_13888	destinazione	0.011626
elencoburl_84872005_policy_13888	dipartimento	0.011626
elencoburl_84872005_policy_13888	diretto	0.009694
elencoburl_84872005_policy_13888	economicofinanziario	0.016117
elencoburl_84872005_policy_13888	elaborazione	0.012179
elencoburl_84872005_policy_13888	elisabetta	0.012179
elencoburl_84872005_policy_13888	esame	0.010348
elencoburl_84872005_policy_13888	giurisdizionale	0.009694
elencoburl_84872005_policy_13888	idrico	0.009694
elencoburl_84872005_policy_13888	inquinato	0.014663
elencoburl_84872005_policy_13888	interstiziale	0.014663
elencoburl_84872005_policy_13888	intervenissero	0.016117
elencoburl_84872005_policy_13888	intervenuta	0.014663
elencoburl_84872005_policy_13888	istruttore	0.010726
elencoburl_84872005_policy_13888	kuwait	0.016117
elencoburl_84872005_policy_13888	leggere	0.012832
elencoburl_84872005_policy_13888	linee	0.010006
elencoburl_84872005_policy_13888	mares	0.016117
elencoburl_84872005_policy_13888	mettere	0.009694
elencoburl_84872005_policy_13888	molgora	0.016117
elencoburl_84872005_policy_13888	monitoraggio	0.009694
elencoburl_84872005_policy_13888	olgiate	0.012832
elencoburl_84872005_policy_13888	osservazione	0.012179
elencoburl_84872005_policy_13888	parero	0.010726
elencoburl_84872005_policy_13888	partimento	0.016117
elencoburl_84872005_policy_13888	permanente	0.012832
elencoburl_84872005_policy_13888	petroleum	0.016117
elencoburl_84872005_policy_13888	pianificazione	0.011626
elencoburl_84872005_policy_13888	positivamente	0.012832
elencoburl_84872005_policy_13888	potenziale	0.011626
elencoburl_84872005_policy_13888	predetta	0.012832
elencoburl_84872005_policy_13888	presa	0.009694
elencoburl_84872005_policy_13888	prescrizione	0.010726
elencoburl_84872005_policy_13888	prgr	0.013632
elencoburl_84872005_policy_13888	progettuale	0.010726
elencoburl_84872005_policy_13888	proprietà	0.010726
elencoburl_84872005_policy_13888	qualora	0.010006
elencoburl_84872005_policy_13888	quarto	0.012832
elencoburl_84872005_policy_13888	relativamente	0.009694
elencoburl_84872005_policy_13888	ricevimento	0.009694
elencoburl_84872005_policy_13888	rifiute	0.014663
elencoburl_84872005_policy_13888	rifiuto	0.011148
elencoburl_84872005_policy_13888	rilascio	0.009694
elencoburl_84872005_policy_13888	rilevare	0.010006
elencoburl_84872005_policy_13888	rimandare	0.012179
elencoburl_84872005_policy_13888	riordino	0.009694
elencoburl_84872005_policy_13888	ripristino	0.012832
elencoburl_84872005_policy_13888	rispettare	0.009694
elencoburl_84872005_policy_13888	semplificare	0.012832
elencoburl_84872005_policy_13888	sessanta	0.014663
elencoburl_84872005_policy_13888	siti	0.012832
elencoburl_84872005_policy_13888	soglio	0.016117
elencoburl_84872005_policy_13888	sospendere	0.010726
elencoburl_84872005_policy_13888	sottosuolo	0.012179
elencoburl_84872005_policy_13888	spare	0.014663
elencoburl_84872005_policy_13888	strada	0.010348
elencoburl_84872005_policy_13888	strategica	0.014663
elencoburl_84872005_policy_13888	superamento	0.012179
elencoburl_84872005_policy_13888	terreno	0.011148
elencoburl_84872005_policy_13888	trattasi	0.014663
elencoburl_84872005_policy_13888	tribunale	0.010348
elencoburl_84872005_policy_13888	ubicare	0.011626
elencoburl_84872005_policy_13888	urbanistice	0.014663
elencoburl_84872005_policy_13888	urbanistico	0.011626
elencoburl_84872005_policy_13888	validazione	0.012832
elencoburl_84872005_policy_13888	vendita	0.011626
elencoburl_84872005_policy_13888	verbale	0.009694
elencoburl_85123176_policy_14022	accertato	0.014465
elencoburl_85123176_policy_14022	accompagnamento	0.014014
elencoburl_85123176_policy_14022	adeguamento	0.01221
elencoburl_85123176_policy_14022	adottare	0.009813
elencoburl_85123176_policy_14022	alienazione	0.015505
elencoburl_85123176_policy_14022	ambiente	0.010874
elencoburl_85123176_policy_14022	annuale	0.0136
elencoburl_85123176_policy_14022	anticipare	0.01855
elencoburl_85123176_policy_14022	anticipazione	0.01855
elencoburl_85123176_policy_14022	apportare	0.013216
elencoburl_85123176_policy_14022	armonizzazione	0.014959
elencoburl_85123176_policy_14022	articolazione	0.014959
elencoburl_85123176_policy_14022	assestamento	0.0136
elencoburl_85123176_policy_14022	assetto	0.011913
elencoburl_85123176_policy_14022	aumentare	0.017606
elencoburl_85123176_policy_14022	azienda	0.011367
elencoburl_85123176_policy_14022	capitolo	0.011115
elencoburl_85123176_policy_14022	casistico	0.017606
elencoburl_85123176_policy_14022	cassa	0.0136
elencoburl_85123176_policy_14022	citato	0.010008
elencoburl_85123176_policy_14022	compatibile	0.0136
elencoburl_85123176_policy_14022	comunicare	0.011633
elencoburl_85123176_policy_14022	conferire	0.014014
elencoburl_85123176_policy_14022	conseguente	0.009813
elencoburl_85123176_policy_14022	consolidamento	0.014959
elencoburl_85123176_policy_14022	contabile	0.011913
elencoburl_85123176_policy_14022	contabilità	0.011367
elencoburl_85123176_policy_14022	contenere	0.011913
elencoburl_85123176_policy_14022	conto	0.011115
elencoburl_85123176_policy_14022	copia	0.014014
elencoburl_85123176_policy_14022	correttivo	0.012858
elencoburl_85123176_policy_14022	definizione	0.009624
elencoburl_85123176_policy_14022	dettare	0.014959
elencoburl_85123176_policy_14022	dieci	0.015505
elencoburl_85123176_policy_14022	dipendente	0.014014
elencoburl_85123176_policy_14022	dirigenziale	0.013216
elencoburl_85123176_policy_14022	disciplinare	0.011913
elencoburl_85123176_policy_14022	documento	0.010211
elencoburl_85123176_policy_14022	dotazione	0.010211
elencoburl_85123176_policy_14022	economia	0.0136
elencoburl_85123176_policy_14022	elide	0.017606
elencoburl_85123176_policy_14022	energia	0.01221
elencoburl_85123176_policy_14022	esercizio	0.010211
elencoburl_85123176_policy_14022	espresse	0.014465
elencoburl_85123176_policy_14022	euro	0.009813
elencoburl_85123176_policy_14022	finanza	0.013216
elencoburl_85123176_policy_14022	finanziamento	0.010874
elencoburl_85123176_policy_14022	finanziaria	0.01221
elencoburl_85123176_policy_14022	gestionale	0.0136
elencoburl_85123176_policy_14022	house	0.015505
elencoburl_85123176_policy_14022	immobile	0.014014
elencoburl_85123176_policy_14022	incarico	0.011367
elencoburl_85123176_policy_14022	inferiore	0.01221
elencoburl_85123176_policy_14022	integrativo	0.01221
elencoburl_85123176_policy_14022	iscrivere	0.0136
elencoburl_85123176_policy_14022	legislativo	0.010211
elencoburl_85123176_policy_14022	legislazione	0.0136
elencoburl_85123176_policy_14022	liquidazione	0.011633
elencoburl_85123176_policy_14022	loro	0.009624
elencoburl_85123176_policy_14022	marelli	0.016115
elencoburl_85123176_policy_14022	maria	0.010211
elencoburl_85123176_policy_14022	martedì	0.012858
elencoburl_85123176_policy_14022	ministero	0.012858
elencoburl_85123176_policy_14022	misura	0.010211
elencoburl_85123176_policy_14022	motivazione	0.009813
elencoburl_85123176_policy_14022	necessità	0.010643
elencoburl_85123176_policy_14022	norma	0.009813
elencoburl_85123176_policy_14022	opera	0.010874
elencoburl_85123176_policy_14022	organismo	0.013216
elencoburl_85123176_policy_14022	pagamento	0.011913
elencoburl_85123176_policy_14022	piano	0.009624
elencoburl_85123176_policy_14022	pluriennale	0.012858
elencoburl_85123176_policy_14022	prelevare	0.016807
elencoburl_85123176_policy_14022	prelievo	0.016115
elencoburl_85123176_policy_14022	presidenza	0.013216
elencoburl_85123176_policy_14022	previsione	0.011115
elencoburl_85123176_policy_14022	programmo	0.017606
elencoburl_85123176_policy_14022	prospetti	0.016115
elencoburl_85123176_policy_14022	raccordo	0.014465
elencoburl_85123176_policy_14022	ricerca	0.010874
elencoburl_85123176_policy_14022	richiamata	0.010874
elencoburl_85123176_policy_14022	rilevata	0.016115
elencoburl_85123176_policy_14022	rimborso	0.015505
elencoburl_85123176_policy_14022	rimodulazione	0.014014
elencoburl_85123176_policy_14022	ripiano	0.023298
elencoburl_85123176_policy_14022	riserva	0.0136
elencoburl_85123176_policy_14022	sanitario	0.014959
elencoburl_85123176_policy_14022	sanità	0.019707
elencoburl_85123176_policy_14022	schema	0.012524
elencoburl_85123176_policy_14022	societa	0.014014
elencoburl_85123176_policy_14022	società	0.010643
elencoburl_85123176_policy_14022	somma	0.010211
elencoburl_85123176_policy_14022	sostenibile	0.010874
elencoburl_85123176_policy_14022	spesa	0.009624
elencoburl_85123176_policy_14022	stabilità	0.014014
elencoburl_85123176_policy_14022	stanziamento	0.014465
elencoburl_85123176_policy_14022	statale	0.015505
elencoburl_85123176_policy_14022	stimare	0.016115
elencoburl_85123176_policy_14022	studio	0.011633
elencoburl_85123176_policy_14022	tecnico	0.009813
elencoburl_85123176_policy_14022	triennale	0.014014
elencoburl_85123176_policy_14022	urgenza	0.014959
elencoburl_85123176_policy_14022	utilizzo	0.010874
elencoburl_85123176_policy_14022	valorizzazione	0.01221
elencoburl_85123176_policy_14022	variazione	0.010874
elencoburl_85123176_policy_14022	vigente	0.011633
elencoburl_84461524_policy_13550	acqua	0.011658
elencoburl_84461524_policy_13550	acque	0.013982
elencoburl_84461524_policy_13550	adeguamento	0.010157
elencoburl_84461524_policy_13550	affidare	0.011658
elencoburl_84461524_policy_13550	affluente	0.016394
elencoburl_84461524_policy_13550	affluento	0.017634
elencoburl_84461524_policy_13550	agenzia	0.012898
elencoburl_84461524_policy_13550	andrea	0.011313
elencoburl_84461524_policy_13550	annulla	0.017634
elencoburl_84461524_policy_13550	assentire	0.016394
elencoburl_84461524_policy_13550	assunta	0.016394
elencoburl_84461524_policy_13550	autorizzazione	0.011658
elencoburl_84461524_policy_13550	bernardo	0.015432
elencoburl_84461524_policy_13550	cambio	0.013406
elencoburl_84461524_policy_13550	campodolcino	0.016394
elencoburl_84461524_policy_13550	centrale	0.012033
elencoburl_84461524_policy_13550	certificato	0.013406
elencoburl_84461524_policy_13550	citata	0.011313
elencoburl_84461524_policy_13550	collaudo	0.014646
elencoburl_84461524_policy_13550	compito	0.012033
elencoburl_84461524_policy_13550	comunicare	0.009678
elencoburl_84461524_policy_13550	concedere	0.010157
elencoburl_84461524_policy_13550	concernere	0.010418
elencoburl_84461524_policy_13550	concessione	0.009678
elencoburl_84461524_policy_13550	conferimento	0.012444
elencoburl_84461524_policy_13550	consistente	0.013982
elencoburl_84461524_policy_13550	contenere	0.009911
elencoburl_84461524_policy_13550	contestuale	0.011658
elencoburl_84461524_policy_13550	coordinare	0.012898
elencoburl_84461524_policy_13550	copia	0.011658
elencoburl_84461524_policy_13550	decorrenza	0.012444
elencoburl_84461524_policy_13550	deflusso	0.015432
elencoburl_84461524_policy_13550	delega	0.015432
elencoburl_84461524_policy_13550	derivata	0.016394
elencoburl_84461524_policy_13550	derivazione	0.014646
elencoburl_84461524_policy_13550	diga	0.015432
elencoburl_84461524_policy_13550	direttiva	0.011313
elencoburl_84461524_policy_13550	disciplina	0.009678
elencoburl_84461524_policy_13550	disciplinare	0.009911
elencoburl_84461524_policy_13550	domestico	0.014646
elencoburl_84461524_policy_13550	drogo	0.017634
elencoburl_84461524_policy_13550	edipower	0.017634
elencoburl_84461524_policy_13550	edmondo	0.017634
elencoburl_84461524_policy_13550	elettrico	0.012898
elencoburl_84461524_policy_13550	energetico	0.012444
elencoburl_84461524_policy_13550	energia	0.010157
elencoburl_84461524_policy_13550	entrate	0.015432
elencoburl_84461524_policy_13550	esecuzione	0.009678
elencoburl_84461524_policy_13550	esistere	0.012444
elencoburl_84461524_policy_13550	filippo	0.014646
elencoburl_84461524_policy_13550	fisc	0.017634
elencoburl_84461524_policy_13550	fiume	0.013406
elencoburl_84461524_policy_13550	fusa	0.017634
elencoburl_84461524_policy_13550	fusione	0.011313
elencoburl_84461524_policy_13550	giacomo	0.012898
elencoburl_84461524_policy_13550	gordona	0.017634
elencoburl_84461524_policy_13550	governo	0.012898
elencoburl_84461524_policy_13550	grande	0.011658
elencoburl_84461524_policy_13550	idrico	0.011658
elencoburl_84461524_policy_13550	idroelettrice	0.016394
elencoburl_84461524_policy_13550	idroelettrico	0.015432
elencoburl_84461524_policy_13550	impianto	0.011313
elencoburl_84461524_policy_13550	incorporazione	0.014646
elencoburl_84461524_policy_13550	insieme	0.012898
elencoburl_84461524_policy_13550	integrativo	0.010157
elencoburl_84461524_policy_13550	interesse	0.010157
elencoburl_84461524_policy_13550	isolato	0.017634
elencoburl_84461524_policy_13550	legale	0.012033
elencoburl_84461524_policy_13550	liro	0.017634
elencoburl_84461524_policy_13550	madesimo	0.017634
elencoburl_84461524_policy_13550	medio	0.010994
elencoburl_84461524_policy_13550	menarola	0.017634
elencoburl_84461524_policy_13550	mera	0.017634
elencoburl_84461524_policy_13550	mercato	0.012898
elencoburl_84461524_policy_13550	minimo	0.010697
elencoburl_84461524_policy_13550	montagna	0.012444
elencoburl_84461524_policy_13550	nominale	0.013982
elencoburl_84461524_policy_13550	norme	0.010994
elencoburl_84461524_policy_13550	notaio	0.017634
elencoburl_84461524_policy_13550	notifica	0.013982
elencoburl_84461524_policy_13550	obbligo	0.009911
elencoburl_84461524_policy_13550	organico	0.015432
elencoburl_84461524_policy_13550	porta	0.013982
elencoburl_84461524_policy_13550	portata	0.014646
elencoburl_84461524_policy_13550	potenza	0.015432
elencoburl_84461524_policy_13550	precedentemente	0.015432
elencoburl_84461524_policy_13550	produzione	0.010994
elencoburl_84461524_policy_13550	protocollo	0.009911
elencoburl_84461524_policy_13550	ptua	0.016394
elencoburl_84461524_policy_13550	raccolta	0.012444
elencoburl_84461524_policy_13550	recepite	0.015432
elencoburl_84461524_policy_13550	registrare	0.010157
elencoburl_84461524_policy_13550	regolarizzare	0.016394
elencoburl_84461524_policy_13550	repertorio	0.015432
elencoburl_84461524_policy_13550	riconoscere	0.012898
elencoburl_84461524_policy_13550	rideterminazione	0.015432
elencoburl_84461524_policy_13550	rifiuto	0.013406
elencoburl_84461524_policy_13550	riforma	0.012898
elencoburl_84461524_policy_13550	rilasciare	0.011313
elencoburl_84461524_policy_13550	risparmio	0.015432
elencoburl_84461524_policy_13550	riutilizzo	0.014646
elencoburl_84461524_policy_13550	samolaco	0.017634
elencoburl_84461524_policy_13550	semplificazione	0.012444
elencoburl_84461524_policy_13550	sondrio	0.011658
elencoburl_84461524_policy_13550	sostituire	0.011658
elencoburl_84461524_policy_13550	sotterraneo	0.016394
elencoburl_84461524_policy_13550	sottosuolo	0.014646
elencoburl_84461524_policy_13550	subentro	0.015432
elencoburl_84461524_policy_13550	subordinare	0.013982
elencoburl_84461524_policy_13550	superficiale	0.013982
elencoburl_84461524_policy_13550	titolarità	0.017634
elencoburl_84461524_policy_13550	todeschini	0.015432
elencoburl_84461524_policy_13550	torrente	0.016394
elencoburl_84461524_policy_13550	trasmissione	0.010994
elencoburl_84461524_policy_13550	variante	0.012898
elencoburl_84461524_policy_13550	variare	0.013982
elencoburl_84461524_policy_13550	vigente	0.009678
elencoburl_84461524_policy_13550	vincolare	0.013406
elencoburl_84461524_policy_13550	vitale	0.016394
elencoburl_84461524_policy_13550	vittoria	0.014646
elencoburl_84461524_policy_13550	zaccone	0.017634
elencoburl_84779821_policy_13560	accantonamenti	0.012074
elencoburl_84779821_policy_13560	acipenser	0.014275
elencoburl_84779821_policy_13560	agli	0.010787
elencoburl_84779821_policy_13560	agroalimentare	0.009874
elencoburl_84779821_policy_13560	agroalimentaro	0.012074
elencoburl_84779821_policy_13560	altre	0.009874
elencoburl_84779821_policy_13560	altri	0.011366
elencoburl_84779821_policy_13560	annex	0.011366
elencoburl_84779821_policy_13560	associazioni	0.012074
elencoburl_84779821_policy_13560	aumentati	0.012987
elencoburl_84779821_policy_13560	autonome	0.012074
elencoburl_84779821_policy_13560	basin	0.014275
elencoburl_84779821_policy_13560	casistico	0.010787
elencoburl_84779821_policy_13560	centrali	0.012074
elencoburl_84779821_policy_13560	comunita	0.012074
elencoburl_84779821_policy_13560	concorso	0.012074
elencoburl_84779821_policy_13560	connectivity	0.014275
elencoburl_84779821_policy_13560	consumatore	0.010787
elencoburl_84779821_policy_13560	consumatori	0.011366
elencoburl_84779821_policy_13560	corrispettivo	0.012074
elencoburl_84779821_policy_13560	creativa	0.014275
elencoburl_84779821_policy_13560	cultura	0.010787
elencoburl_84779821_policy_13560	descrizio	0.012987
elencoburl_84779821_policy_13560	descrizione	0.010298
elencoburl_84779821_policy_13560	distributivo	0.010787
elencoburl_84779821_policy_13560	dlgs	0.010787
elencoburl_84779821_policy_13560	elide	0.010787
elencoburl_84779821_policy_13560	equilibrio	0.010298
elencoburl_84779821_policy_13560	europa	0.009874
elencoburl_84779821_policy_13560	eventi	0.010787
elencoburl_84779821_policy_13560	ferroviaria	0.014275
elencoburl_84779821_policy_13560	ferroviario	0.012987
elencoburl_84779821_policy_13560	finanziati	0.012987
elencoburl_84779821_policy_13560	fish	0.014275
elencoburl_84779821_policy_13560	fondi	0.009874
elencoburl_84779821_policy_13560	formare	0.011366
elencoburl_84779821_policy_13560	impegni	0.010298
elencoburl_84779821_policy_13560	iniziali	0.012987
elencoburl_84779821_policy_13560	insediativo	0.014275
elencoburl_84779821_policy_13560	integrazionere	0.011366
elencoburl_84779821_policy_13560	investimenti	0.012987
elencoburl_84779821_policy_13560	marelli	0.009874
elencoburl_84779821_policy_13560	mento	0.012074
elencoburl_84779821_policy_13560	migratory	0.014275
elencoburl_84779821_policy_13560	miss	0.012987
elencoburl_84779821_policy_13560	mobilità	0.010787
elencoburl_84779821_policy_13560	naccarii	0.014275
elencoburl_84779821_policy_13560	newlib	0.014275
elencoburl_84779821_policy_13560	oneri	0.011366
elencoburl_84779821_policy_13560	pening	0.014275
elencoburl_84779821_policy_13560	pescare	0.012987
elencoburl_84779821_policy_13560	prelevare	0.010298
elencoburl_84779821_policy_13560	prelievo	0.009874
elencoburl_84779821_policy_13560	previsti	0.012987
elencoburl_84779821_policy_13560	programmo	0.010787
elencoburl_84779821_policy_13560	progressivo	0.009874
elencoburl_84779821_policy_13560	prospetti	0.009874
elencoburl_84779821_policy_13560	regioni	0.010787
elencoburl_84779821_policy_13560	residui	0.010298
elencoburl_84779821_policy_13560	restoring	0.014275
elencoburl_84779821_policy_13560	ricostruzione	0.011366
elencoburl_84779821_policy_13560	rilevata	0.009874
elencoburl_84779821_policy_13560	rispettato	0.012987
elencoburl_84779821_policy_13560	river	0.014275
elencoburl_84779821_policy_13560	route	0.014275
elencoburl_84779821_policy_13560	sintesi	0.011366
elencoburl_84779821_policy_13560	soccorso	0.012987
elencoburl_84779821_policy_13560	sottostante	0.010787
elencoburl_84779821_policy_13560	species	0.012987
elencoburl_84779821_policy_13560	statali	0.014275
elencoburl_84779821_policy_13560	stimare	0.009874
elencoburl_84779821_policy_13560	tito	0.012987
elencoburl_84779821_policy_13560	titoli	0.011366
elencoburl_84779821_policy_13560	trasferte	0.012987
elencoburl_84779821_policy_13560	trasporti	0.012987
elencoburl_84779821_policy_13560	trasporto	0.010787
elencoburl_84779821_policy_13560	utenti	0.012987
elencoburl_84779821_policy_13560	valoremulti	0.012987
elencoburl_84779821_policy_13560	valtellina	0.011366
elencoburl_84779821_policy_13560	variazioni	0.010787
elencoburl_84779821_policy_13560	vincolate	0.012074
elencoburl_84461524_policy_13757	accumulo	0.013613
elencoburl_84461524_policy_13757	acquisto	0.011378
elencoburl_84461524_policy_13757	adpq	0.013613
elencoburl_84461524_policy_13757	adriana	0.014461
elencoburl_84461524_policy_13757	armare	0.014461
elencoburl_84461524_policy_13757	ascheri	0.017097
elencoburl_84461524_policy_13757	assegnato	0.011826
elencoburl_84461524_policy_13757	attribere	0.017097
elencoburl_84461524_policy_13757	attribuere	0.014461
elencoburl_84461524_policy_13757	autoveicolo	0.017097
elencoburl_84461524_policy_13757	avverso	0.014461
elencoburl_84461524_policy_13757	bandera	0.017097
elencoburl_84461524_policy_13757	basare	0.012334
elencoburl_84461524_policy_13757	bassani	0.017097
elencoburl_84461524_policy_13757	beatrice	0.015555
elencoburl_84461524_policy_13757	benatti	0.017097
elencoburl_84461524_policy_13757	beneficiari	0.012334
elencoburl_84461524_policy_13757	carlo	0.011826
elencoburl_84461524_policy_13757	castelli	0.012334
elencoburl_84461524_policy_13757	claudio	0.011378
elencoburl_84461524_policy_13757	collodello	0.017097
elencoburl_84461524_policy_13757	conferma	0.011378
elencoburl_84461524_policy_13757	corbezzoli	0.017097
elencoburl_84461524_policy_13757	corrispondente	0.013613
elencoburl_84461524_policy_13757	crinito	0.014461
elencoburl_84461524_policy_13757	davide	0.010615
elencoburl_84461524_policy_13757	diffusione	0.010284
elencoburl_84461524_policy_13757	economia	0.00998
elencoburl_84461524_policy_13757	elettrico	0.011378
elencoburl_84461524_policy_13757	elettronico	0.009698
elencoburl_84461524_policy_13757	emilio	0.011826
elencoburl_84461524_policy_13757	entrambo	0.014461
elencoburl_84461524_policy_13757	erogare	0.00998
elencoburl_84461524_policy_13757	filomena	0.017097
elencoburl_84461524_policy_13757	fiscale	0.00998
elencoburl_84461524_policy_13757	francesco	0.010284
elencoburl_84461524_policy_13757	funzionario	0.012334
elencoburl_84461524_policy_13757	galli	0.012334
elencoburl_84461524_policy_13757	giacere	0.014461
elencoburl_84461524_policy_13757	gianfranco	0.012334
elencoburl_84461524_policy_13757	gianluca	0.01292
elencoburl_84461524_policy_13757	giorgio	0.011378
elencoburl_84461524_policy_13757	giurisdizionale	0.010284
elencoburl_84461524_policy_13757	guido	0.011826
elencoburl_84461524_policy_13757	identificare	0.010284
elencoburl_84461524_policy_13757	incentivare	0.012334
elencoburl_84461524_policy_13757	incentivazione	0.014461
elencoburl_84461524_policy_13757	infrastrutture	0.011378
elencoburl_84461524_policy_13757	installazione	0.012334
elencoburl_84461524_policy_13757	jadoul	0.017097
elencoburl_84461524_policy_13757	laura	0.012334
elencoburl_84461524_policy_13757	life	0.010977
elencoburl_84461524_policy_13757	liquidare	0.010615
elencoburl_84461524_policy_13757	marchettini	0.017097
elencoburl_84461524_policy_13757	mariani	0.014461
elencoburl_84461524_policy_13757	maurizio	0.013613
elencoburl_84461524_policy_13757	mezzo	0.010977
elencoburl_84461524_policy_13757	notaro	0.017097
elencoburl_84461524_policy_13757	novellini	0.017097
elencoburl_84461524_policy_13757	oggi	0.012334
elencoburl_84461524_policy_13757	paolo	0.009698
elencoburl_84461524_policy_13757	partita	0.011826
